pause_rate,vocab_richness,word_count,initial_latency,acoustic_texture,speech_brightness,mfcc_delta,emotional_range,speech_rate,label,filename
0.08354450848135352,0.8920148445329981,38.05737230568876,0.9842158129156146,-290.3325540267737,2259.9389999128366,0.05925744253887661,1022500.996666442,2.953731347199519,0,synthetic_class_0
0.01615977093749865,0.8311085693232202,29.788439242281694,0.11838286870916409,-316.69694768254504,2168.89311550761,-0.023276339224081673,1271934.1728982877,2.5885322463191787,0,synthetic_class_0
0.4193274553829076,0.9388551888072609,31.857973424776645,0.9463419764074975,-427.4571506221724,2309.504730529279,0.0018212154858121019,918962.2784545203,-0.582392263532089,3,synthetic_class_3
0.420744273148491,0.9302499045020046,20.62033982196128,0.5974232820597751,-410.6481174698784,2219.406347162793,-0.014567022689683266,866359.953391055,1.5209278904774828,2,synthetic_class_2
0.4040659609619121,0.8744425555831657,16.126567266580114,0.214038242870051,-439.8610024788417,2348.624097604761,-0.0020232602903926594,1087905.3555135753,1.8773912424950412,2,synthetic_class_2
0.035265094473051296,0.8815151855244239,24.759758469339836,0.23067477534219216,-282.8770395151378,1885.070607030427,-0.0727477492616461,1377231.8380384296,3.5468631476577865,0,synthetic_class_0
0.6726712660676738,0.9120943250735044,-2.8989199178730782,-0.1379879435893489,-465.87625992396164,1708.2135883423314,0.0005019885556418968,1227939.5346564532,2.246131530471145,3,synthetic_class_3
0.04461642514106657,0.9237706334401236,26.665118898790595,0.5349359499925934,-260.46671216599555,2379.675646799388,0.08798171559917084,1208497.859541648,3.175489096116885,0,synthetic_class_0
0.3149098406100631,0.8681827009241601,16.810531159820176,0.0344301626080387,-483.4925900508,2553.003120843765,-0.054955899712908284,1019352.7377688838,1.7954393212797306,1,synthetic_class_1
0.9130789429359466,0.860310834022514,12.73250973456072,0.7346064277055366,-453.5402291983624,2219.892950058763,-0.017029077546828236,989030.4007637003,0.7973813567914589,3,synthetic_class_3
0.36085817535386555,0.857548733816914,16.566993749552807,0.43403001241023154,-387.3092683258578,2352.9311017692294,0.0043825281084121925,1169954.362240016,1.5426263860602873,2,synthetic_class_2
0.5989870496832617,0.9512334499661413,9.371437660942034,1.182704213571513,-441.8925237353677,2542.2384458367014,-0.0007510516906077456,1072652.7310938877,1.3699201973417754,3,synthetic_class_3
0.44269916595694697,0.9421766543947375,25.223831602817263,0.20341641034206812,-356.37185133958326,2138.436390900907,0.002562735637654978,1366177.9018465357,1.5283099590948719,2,synthetic_class_2
0.39238579503762216,0.7544592185795763,18.939380994045408,0.34346757906026015,-405.88571562070035,1806.4732448188274,0.003932564508444304,921162.3270316491,1.546824348445092,2,synthetic_class_2
0.4281868316988225,0.8775725294758274,20.06991868355243,0.21949892208784982,-424.7510755684268,2079.1381787424266,-0.014248889997665944,849558.9372264821,1.586254836977105,2,synthetic_class_2
0.38627643725519056,0.8318335473111492,18.204273703733108,0.5526987633687128,-425.5720535776133,2238.4210622683004,0.0007842379624402743,1051662.9133713602,1.5764846381859865,2,synthetic_class_2
0.3692876407765663,0.7791437091972326,16.23787079191054,0.5811653430318893,-383.7624847972844,2091.1593454039357,0.05529674276139851,1404815.5394446703,2.318266052064161,1,synthetic_class_1
0.4473485507475485,0.5306605093873417,22.03555230139175,0.5972780447604651,-369.45213088391665,2116.6866047216677,0.0049538633349601536,1150255.1950504838,1.3914224183984683,2,synthetic_class_2
0.3640414833308133,0.9111201790392627,23.79341346331234,0.289239685827881,-536.0964458742978,2744.021327209658,-0.0010552411361736472,964605.014991541,0.9317941241723802,3,synthetic_class_3
0.25957125254099217,0.8389283366052328,13.775183936576122,0.41249532595538135,-343.93561854011944,2364.8309821197104,-0.009619970218055537,1088691.388473442,2.0769311874933365,1,synthetic_class_1
0.78009014873035,0.8343953469302782,5.771297890308749,0.8047387946212726,-449.62889954384565,3650.088158028555,0.00818726710586162,1239236.9156513081,0.19909874798641714,3,synthetic_class_3
0.1552615707570958,0.7637221044476776,16.6104319155355,0.480987947918201,-366.3044990484582,2635.9662832147083,0.021051365945775162,1159801.4109980697,2.3223108287242678,1,synthetic_class_1
0.08885042536036833,0.8485881707776278,30.847729820212532,0.02201332410634948,-209.6766399134494,2121.448984902752,0.026206230296851565,1172224.1534323902,3.12924582064853,0,synthetic_class_0
0.3213718824595721,0.7945795903145315,15.343152573276576,0.5694595137778582,-411.5936058716092,1938.0626923257603,0.009076667419358626,1271364.3902054054,1.6856340484104118,1,synthetic_class_1
0.30780062099209554,0.8410538779834048,19.918401396087653,0.4789501969014994,-364.5712691139771,2160.6761388845507,0.015289534346784487,903621.6846228101,1.3998213347851765,2,synthetic_class_2
0.39881053141993567,0.8383310203844814,20.93013770400042,0.28527124475324095,-336.9753831582936,2540.2993351073774,0.011941601074406866,1134215.641402021,2.30282891821654,1,synthetic_class_1
